Treatment,Session,Period,Subject,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10, Profit , TotalProfit ,Guess1,FinalGuess, Average , TargetValue , Diff ,IsWinner,NumWinners,Players
3,1,2,8,1,5,5,7,0,0,1,0,0,1,0,1,3,5,3,4,2,1,1,0, 2.87 , 20.67 ,39,39, 32.10 , 21.40 , 17.60 ,0,1,20
3,1,2,9,1,5,5,7,0,0,1,0,0,1,0,5,3,7,2,2,1,0,0,0, 2.97 , 20.87 ,16,16, 32.10 , 21.40 , 5.40 ,0,1,20
3,1,2,10,1,5,5,7,0,0,1,0,0,1,2,3,6,4,3,2,0,0,0,0, 2.93 , 20.76 ,5,5, 32.10 , 21.40 , 16.40 ,0,1,20
3,1,2,11,1,5,5,7,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2, 2.85 , 20.70 ,37,37, 32.10 , 21.40 , 15.60 ,0,1,20
3,1,2,12,1,5,5,7,0,0,1,0,0,1,0,0,9,5,3,3,0,0,0,0, 2.84 , 20.69 ,19,19, 32.10 , 21.40 , 2.40 ,0,1,20
3,1,2,13,1,5,5,7,0,0,1,0,0,1,1,1,2,4,5,2,2,0,1,2, 2.84 , 20.67 ,100,100, 32.10 , 21.40 , 78.60 ,0,1,20
3,1,2,14,1,5,5,7,0,0,1,0,0,1,0,1,2,5,6,2,2,1,1,0, 2.82 , 20.55 ,67,67, 32.10 , 21.40 , 45.60 ,0,1,20
3,1,2,15,1,5,5,7,0,0,1,0,0,1,2,3,8,5,1,1,0,0,0,0, 2.95 , 30.89 ,23,23, 32.10 , 21.40 , 1.60 ,0,1,20
3,1,2,16,1,5,5,7,0,0,1,0,0,1,0,0,1,7,5,3,2,1,1,0, 2.80 , 30.74 ,35,35, 32.10 , 21.40 , 13.60 ,0,1,20
3,1,2,17,1,5,5,7,0,0,1,0,0,1,2,3,5,7,3,0,0,0,0,0, 2.96 , 20.92 ,17,17, 32.10 , 21.40 , 4.40 ,0,1,20
3,1,2,18,1,5,5,7,0,0,1,0,0,1,2,3,7,2,3,3,0,0,0,0, 2.87 , 20.80 ,25,25, 32.10 , 21.40 , 3.60 ,0,1,20
3,1,2,19,1,5,5,7,0,0,1,0,0,1,2,8,5,3,2,0,0,0,0,0, 22.92 , 40.85 ,20,20, 32.10 , 21.40 , 1.40 ,1,1,20
3,1,2,20,1,5,5,7,0,0,1,0,0,1,3,0,0,1,6,4,1,0,2,3, 2.63 , 20.41 ,36,36, 32.10 , 21.40 , 14.60 ,0,1,20
3,1,3,1,1,9,4,4,1,1,0,0,0,0,1,2,3,6,3,1,2,1,1,0, 2.84 , 23.48 ,35,35, 25.60 , 17.07 , 17.93 ,0,2,20
3,1,3,2,1,9,4,4,1,1,0,0,0,0,4,4,2,2,4,0,2,0,2,0, 2.85 , 23.58 ,30,30, 25.60 , 17.07 , 12.93 ,0,2,20
3,1,3,3,1,9,4,4,1,1,0,0,0,0,0,2,3,10,2,1,1,1,0,0, 2.78 , 23.39 ,37,37, 25.60 , 17.07 , 19.93 ,0,2,20
3,1,3,4,1,9,4,4,1,1,0,0,0,0,1,5,6,7,1,0,0,0,0,0, 2.93 , 23.55 ,28,28, 25.60 , 17.07 , 10.93 ,0,2,20
3,1,3,5,1,9,4,4,1,1,0,0,0,0,0,3,10,4,3,0,0,0,0,0, 2.81 , 23.60 ,19,19, 25.60 , 17.07 , 1.93 ,0,2,20
3,1,3,6,1,9,4,4,1,1,0,0,0,0,3,4,5,4,3,1,0,0,0,0, 2.92 , 23.72 ,18,18, 25.60 , 17.07 , 0.93 ,0,2,20
3,1,3,7,1,9,4,4,1,1,0,0,0,0,1,1,2,2,5,6,1,2,0,0, 2.71 , 23.44 ,60,60, 25.60 , 17.07 , 42.93 ,0,2,20
3,1,3,8,1,9,4,4,1,1,0,0,0,0,4,5,7,2,2,0,0,0,0,0, 2.90 , 23.57 ,11,11, 25.60 , 17.07 , 6.07 ,0,2,20
3,1,3,9,1,9,4,4,1,1,0,0,0,0,0,2,10,5,1,0,1,0,0,1, 2.78 , 23.64 ,26,26, 25.60 , 17.07 , 8.93 ,0,2,20
3,1,3,10,1,9,4,4,1,1,0,0,0,0,1,2,6,7,2,1,0,0,0,1, 2.84 , 23.60 ,8,8, 25.60 , 17.07 , 9.07 ,0,2,20
3,1,3,11,1,9,4,4,1,1,0,0,0,0,1,3,5,3,3,1,1,1,1,1, 2.89 , 23.59 ,12,12, 25.60 , 17.07 , 5.07 ,0,2,20
3,1,3,12,1,9,4,4,1,1,0,0,0,0,6,10,4,0,0,0,0,0,0,0, 2.89 , 23.58 ,14,14, 25.60 , 17.07 , 3.07 ,0,2,20
3,1,3,13,1,9,4,4,1,1,0,0,0,0,1,0,0,2,4,3,3,4,1,2, 2.64 , 23.31 ,50,50, 25.60 , 17.07 , 32.93 ,0,2,20
3,1,3,14,1,9,4,4,1,1,0,0,0,0,0,1,6,7,4,2,0,0,0,0, 2.78 , 23.33 ,33,33, 25.60 , 17.07 , 15.93 ,0,2,20
3,1,3,15,1,9,4,4,1,1,0,0,0,0,1,3,10,4,1,0,0,0,0,1, 2.82 , 33.71 ,20,20, 25.60 , 17.07 , 2.93 ,0,2,20
3,1,3,16,1,9,4,4,1,1,0,0,0,0,1,6,5,4,3,1,0,0,0,0, 12.97 , 43.71 ,17,17, 25.60 , 17.07 , 0.07 ,1,2,20
3,1,3,17,1,9,4,4,1,1,0,0,0,0,3,8,7,2,0,0,0,0,0,0, 2.95 , 23.87 ,16,16, 25.60 , 17.07 , 1.07 ,0,2,20
3,1,3,18,1,9,4,4,1,1,0,0,0,0,3,4,7,6,0,0,0,0,0,0, 2.89 , 23.69 ,28,28, 25.60 , 17.07 , 10.93 ,0,2,20
3,1,3,19,1,9,4,4,1,1,0,0,0,0,3,5,7,4,1,0,0,0,0,0, 12.93 , 53.78 ,17,17, 25.60 , 17.07 , 0.07 ,1,2,20
3,1,3,20,1,9,4,4,1,1,0,0,0,0,3,4,1,2,3,2,1,2,0,2, 2.86 , 23.27 ,33,33, 25.60 , 17.07 , 15.93 ,0,2,20
3,1,4,1,0,17,2,0,0,0,1,0,0,0,6,4,4,3,2,1,0,0,0,0, 12.44 , 35.92 ,12,12, 18.30 , 12.20 , 0.20 ,1,2,20
3,1,4,2,0,17,2,0,0,0,1,0,0,0,4,8,3,2,1,0,2,0,0,0, 2.74 , 26.32 ,17,17, 18.30 , 12.20 , 4.80 ,0,2,20
3,1,4,3,0,17,2,0,0,0,1,0,0,0,2,4,7,4,2,1,0,0,0,0, 2.45 , 25.84 ,30,30, 18.30 , 12.20 , 17.80 ,0,2,20
3,1,4,4,0,17,2,0,0,0,1,0,0,0,4,10,4,2,0,0,0,0,0,0, 2.82 , 26.36 ,14,14, 18.30 , 12.20 , 1.80 ,0,2,20
3,1,4,5,0,17,2,0,0,0,1,0,0,0,1,11,7,1,0,0,0,0,0,0, 2.84 , 26.44 ,14,14, 18.30 , 12.20 , 1.80 ,0,2,20
3,1,4,6,0,17,2,0,0,0,1,0,0,0,5,8,4,2,1,0,0,0,0,0, 2.71 , 26.43 ,13,13, 18.30 , 12.20 , 0.80 ,0,2,20
3,1,4,7,0,17,2,0,0,0,1,0,0,0,1,6,5,2,4,2,0,0,0,0, 2.61 , 26.05 ,18,18, 18.30 , 12.20 , 5.80 ,0,2,20
3,1,4,8,0,17,2,0,0,0,1,0,0,0,5,10,5,0,0,0,0,0,0,0, 2.79 , 26.36 ,13,13, 18.30 , 12.20 , 0.80 ,0,2,20
3,1,4,9,0,17,2,0,0,0,1,0,0,0,2,8,6,2,0,1,0,0,1,0, 2.73 , 26.37 ,16,16, 18.30 , 12.20 , 3.80 ,0,2,20
3,1,4,10,0,17,2,0,0,0,1,0,0,0,4,8,3,3,1,1,0,0,0,0, 2.73 , 26.33 ,14,14, 18.30 , 12.20 , 1.80 ,0,2,20
3,1,4,11,0,17,2,0,0,0,1,0,0,0,1,12,5,1,1,0,0,0,0,0, 2.91 , 26.49 ,15,15, 18.30 , 12.20 , 2.80 ,0,2,20
3,1,4,12,0,17,2,0,0,0,1,0,0,0,2,12,3,3,0,0,0,0,0,0, 2.90 , 26.48 ,15,15, 18.30 , 12.20 , 2.80 ,0,2,20
3,1,4,13,0,17,2,0,0,0,1,0,0,0,1,3,1,3,2,3,3,2,1,1, 2.43 , 25.74 ,67,67, 18.30 , 12.20 , 54.80 ,0,2,20
3,1,4,14,0,17,2,0,0,0,1,0,0,0,1,8,6,4,1,0,0,0,0,0, 2.71 , 26.04 ,18,18, 18.30 , 12.20 , 5.80 ,0,2,20
3,1,4,15,0,17,2,0,0,0,1,0,0,0,4,10,4,2,0,0,0,0,0,0, 2.82 , 36.52 ,14,14, 18.30 , 12.20 , 1.80 ,0,2,20
3,1,4,16,0,17,2,0,0,0,1,0,0,0,1,7,5,4,3,0,0,0,0,0, 2.66 , 46.37 ,11,11, 18.30 , 12.20 , 1.20 ,0,2,20
3,1,4,17,0,17,2,0,0,0,1,0,0,0,2,11,5,2,0,0,0,0,0,0, 2.87 , 26.73 ,16,16, 18.30 , 12.20 , 3.80 ,0,2,20
3,1,4,18,0,17,2,0,0,0,1,0,0,0,0,6,7,6,1,0,0,0,0,0, 2.54 , 26.23 ,21,21, 18.30 , 12.20 , 8.80 ,0,2,20
3,1,4,19,0,17,2,0,0,0,1,0,0,0,4,10,3,2,1,0,0,0,0,0, 12.82 , 66.60 ,12,12, 18.30 , 12.20 , 0.20 ,1,2,20
3,1,4,20,0,17,2,0,0,0,1,0,0,0,2,10,3,0,2,2,0,0,0,1, 2.84 , 26.11 ,16,16, 18.30 , 12.20 , 3.80 ,0,2,20
3,1,5,1,9,8,0,0,1,0,0,1,0,1,0,16,2,0,1,0,1,0,0,0, 9.29 , 45.21 ,13,13, 19.70 , 13.13 , 0.13 ,1,3,20
3,1,5,2,9,8,0,0,1,0,0,1,0,1,2,11,5,1,0,1,0,0,0,0, 2.78 , 29.10 ,14,14, 19.70 , 13.13 , 0.87 ,0,3,20
3,1,5,3,9,8,0,0,1,0,0,1,0,1,2,14,2,1,1,0,0,0,0,0, 2.77 , 28.61 ,11,11, 19.70 , 13.13 , 2.13 ,0,3,20
3,1,5,4,9,8,0,0,1,0,0,1,0,1,5,12,2,1,0,0,0,0,0,0, 2.90 , 29.26 ,9,9, 19.70 , 13.13 , 4.13 ,0,3,20
3,1,5,5,9,8,0,0,1,0,0,1,0,1,3,16,1,0,0,0,0,0,0,0, 2.74 , 29.18 ,5,5, 19.70 , 13.13 , 8.13 ,0,3,20
3,1,5,6,9,8,0,0,1,0,0,1,0,1,8,12,0,0,0,0,0,0,0,0, 2.95 , 29.38 ,9,9, 19.70 , 13.13 , 4.13 ,0,3,20
3,1,5,7,9,8,0,0,1,0,0,1,0,1,2,14,2,1,1,0,0,0,0,0, 2.77 , 28.82 ,12,12, 19.70 , 13.13 , 1.13 ,0,3,20
3,1,5,8,9,8,0,0,1,0,0,1,0,1,4,12,4,0,0,0,0,0,0,0, 2.85 , 29.21 ,12,12, 19.70 , 13.13 , 1.13 ,0,3,20
3,1,5,9,9,8,0,0,1,0,0,1,0,1,6,13,0,0,0,0,0,0,0,1, 2.91 , 29.28 ,96,96, 19.70 , 13.13 , 82.87 ,0,3,20
3,1,5,10,9,8,0,0,1,0,0,1,0,1,9,9,1,1,0,0,0,0,0,0, 2.99 , 29.31 ,9,9, 19.70 , 13.13 , 4.13 ,0,3,20
3,1,5,11,9,8,0,0,1,0,0,1,0,1,0,20,0,0,0,0,0,0,0,0, 9.10 , 35.59 ,13,13, 19.70 , 13.13 , 0.13 ,1,3,20
3,1,5,12,9,8,0,0,1,0,0,1,0,1,2,16,2,0,0,0,0,0,0,0, 2.70 , 29.18 ,8,8, 19.70 , 13.13 , 5.13 ,0,3,20
3,1,5,13,9,8,0,0,1,0,0,1,0,1,1,2,3,5,5,1,1,1,0,1, 2.62 , 28.36 ,43,43, 19.70 , 13.13 , 29.87 ,0,3,20
3,1,5,14,9,8,0,0,1,0,0,1,0,1,1,15,3,0,0,0,0,1,0,0, 2.69 , 28.73 ,77,77, 19.70 , 13.13 , 63.87 ,0,3,20
3,1,5,15,9,8,0,0,1,0,0,1,0,1,9,10,0,0,0,1,0,0,0,0, 2.98 , 39.50 ,9,9, 19.70 , 13.13 , 4.13 ,0,3,20
3,1,5,16,9,8,0,0,1,0,0,1,0,1,4,13,3,0,0,0,0,0,0,0, 2.85 , 49.21 ,10,10, 19.70 , 13.13 , 3.13 ,0,3,20
3,1,5,17,9,8,0,0,1,0,0,1,0,1,6,14,0,0,0,0,0,0,0,0, 2.88 , 29.61 ,8,8, 19.70 , 13.13 , 5.13 ,0,3,20
3,1,5,18,9,8,0,0,1,0,0,1,0,1,4,7,2,4,2,1,0,0,0,0, 2.88 , 29.10 ,15,15, 19.70 , 13.13 , 1.87 ,0,3,20
3,1,5,19,9,8,0,0,1,0,0,1,0,1,8,10,2,0,0,0,0,0,0,0, 2.97 , 69.57 ,8,8, 19.70 , 13.13 , 5.13 ,0,3,20
3,1,5,20,9,8,0,0,1,0,0,1,0,1,0,19,1,0,0,0,0,0,0,0, 9.15 , 35.26 ,13,13, 19.70 , 13.13 , 0.13 ,1,3,20
3,2,1,1,1,4,6,2,2,4,1,0,0,0,0,0,1,3,5,7,2,2,0,0, 2.84 , 17.84 ,38,38, 33.55 , 22.37 , 15.63 ,0,1,20
3,2,1,2,1,4,6,2,2,4,1,0,0,0,0,0,5,7,3,0,0,5,0,0, 2.79 , 17.79 ,25,25, 33.55 , 22.37 , 2.63 ,0,1,20
3,2,1,3,1,4,6,2,2,4,1,0,0,0,0,0,0,0,5,5,8,2,0,0, 2.70 , 17.70 ,52,52, 33.55 , 22.37 , 29.63 ,0,1,20
3,2,1,4,1,4,6,2,2,4,1,0,0,0,0,0,0,5,10,5,0,0,0,0, 2.68 , 17.68 ,35,35, 33.55 , 22.37 , 12.63 ,0,1,20
3,2,1,5,1,4,6,2,2,4,1,0,0,0,0,3,4,4,7,1,1,0,0,0, 2.89 , 17.89 ,10,10, 33.55 , 22.37 , 12.37 ,0,1,20
3,2,1,6,1,4,6,2,2,4,1,0,0,0,3,5,7,5,0,0,0,0,0,0, 2.91 , 17.91 ,16,16, 33.55 , 22.37 , 6.37 ,0,1,20
3,2,1,7,1,4,6,2,2,4,1,0,0,0,0,1,5,0,2,7,0,0,0,5, 2.88 , 17.88 ,54,54, 33.55 , 22.37 , 31.63 ,0,1,20
3,2,1,8,1,4,6,2,2,4,1,0,0,0,0,0,1,1,1,3,6,7,1,0, 2.70 , 17.70 ,24,24, 33.55 , 22.37 , 1.63 ,0,1,20
3,2,1,9,1,4,6,2,2,4,1,0,0,0,1,8,7,4,0,0,0,0,0,0, 2.90 , 17.90 ,16,16, 33.55 , 22.37 , 6.37 ,0,1,20
3,2,1,10,1,4,6,2,2,4,1,0,0,0,5,0,4,8,3,0,0,0,0,0, 2.78 , 17.78 ,27,27, 33.55 , 22.37 , 4.63 ,0,1,20
3,2,1,11,1,4,6,2,2,4,1,0,0,0,0,0,5,10,5,0,0,0,0,0, 22.73 , 37.73 ,23,23, 33.55 , 22.37 , 0.63 ,1,1,20
3,2,1,12,1,4,6,2,2,4,1,0,0,0,0,0,7,7,6,0,0,0,0,0, 2.81 , 17.81 ,18,18, 33.55 , 22.37 , 4.37 ,0,1,20
3,2,1,13,1,4,6,2,2,4,1,0,0,0,1,1,3,3,2,4,2,1,2,1, 2.94 , 17.94 ,49,49, 33.55 , 22.37 , 26.63 ,0,1,20
3,2,1,14,1,4,6,2,2,4,1,0,0,0,0,0,0,0,4,4,8,4,0,0, 2.69 , 17.69 ,53,53, 33.55 , 22.37 , 30.63 ,0,1,20
3,2,1,15,1,4,6,2,2,4,1,0,0,0,0,5,0,5,0,5,0,5,0,0, 2.81 , 17.81 ,55,55, 33.55 , 22.37 , 32.63 ,0,1,20
3,2,1,16,1,4,6,2,2,4,1,0,0,0,0,2,0,3,0,10,3,2,0,0, 2.78 , 17.78 ,63,63, 33.55 , 22.37 , 40.63 ,0,1,20
3,2,1,17,1,4,6,2,2,4,1,0,0,0,0,1,9,7,3,0,0,0,0,0, 2.85 , 17.85 ,26,26, 33.55 , 22.37 , 3.63 ,0,1,20
3,2,1,18,1,4,6,2,2,4,1,0,0,0,0,0,1,1,2,2,5,5,3,1, 2.76 , 17.76 ,29,29, 33.55 , 22.37 , 6.63 ,0,1,20
3,2,1,19,1,4,6,2,2,4,1,0,0,0,0,0,0,4,3,6,6,1,0,0, 2.78 , 17.78 ,41,41, 33.55 , 22.37 , 18.63 ,0,1,20
3,2,1,20,1,4,6,2,2,4,1,0,0,0,2,7,6,2,2,1,0,0,0,0, 2.95 , 17.95 ,17,17, 33.55 , 22.37 , 5.37 ,0,1,20
3,2,2,1,4,9,4,1,1,0,0,1,0,0,1,6,8,4,1,0,0,0,0,0, 2.89 , 20.73 ,18,18, 22.05 , 14.70 , 3.30 ,0,1,20
3,2,2,2,4,9,4,1,1,0,0,1,0,0,0,5,5,0,1,0,0,4,5,0, 2.83 , 20.62 ,75,75, 22.05 , 14.70 , 60.30 ,0,1,20
3,2,2,3,4,9,4,1,1,0,0,1,0,0,5,8,6,1,0,0,0,0,0,0, 2.98 , 20.68 ,9,9, 22.05 , 14.70 , 5.70 ,0,1,20
3,2,2,4,4,9,4,1,1,0,0,1,0,0,0,4,6,0,3,0,3,0,4,0, 2.81 , 20.49 ,20,20, 22.05 , 14.70 , 5.30 ,0,1,20
3,2,2,5,4,9,4,1,1,0,0,1,0,0,0,0,5,8,4,3,0,0,0,0, 2.59 , 20.48 ,22,22, 22.05 , 14.70 , 7.30 ,0,1,20
3,2,2,6,4,9,4,1,1,0,0,1,0,0,0,9,8,3,0,0,0,0,0,0, 2.91 , 20.82 ,16,16, 22.05 , 14.70 , 1.30 ,0,1,20
3,2,2,7,4,9,4,1,1,0,0,1,0,0,2,2,4,1,5,3,0,3,0,0, 2.80 , 20.67 ,41,41, 22.05 , 14.70 , 26.30 ,0,1,20
3,2,2,8,4,9,4,1,1,0,0,1,0,0,0,0,1,3,5,5,4,1,1,0, 2.58 , 20.28 ,37,37, 22.05 , 14.70 , 22.30 ,0,1,20
3,2,2,9,4,9,4,1,1,0,0,1,0,0,3,3,4,4,1,1,1,1,1,1, 2.88 , 20.77 ,20,20, 22.05 , 14.70 , 5.30 ,0,1,20
3,2,2,10,4,9,4,1,1,0,0,1,0,0,0,2,6,5,5,1,1,0,0,0, 2.74 , 20.52 ,18,18, 22.05 , 14.70 , 3.30 ,0,1,20
3,2,2,11,4,9,4,1,1,0,0,1,0,0,0,5,10,5,0,0,0,0,0,0, 2.79 , 40.52 ,18,18, 22.05 , 14.70 , 3.30 ,0,1,20
3,2,2,12,4,9,4,1,1,0,0,1,0,0,0,5,7,7,1,0,0,0,0,0, 2.81 , 20.62 ,18,18, 22.05 , 14.70 , 3.30 ,0,1,20
3,2,2,13,4,9,4,1,1,0,0,1,0,0,1,3,3,3,4,4,2,0,0,0, 2.80 , 20.74 ,27,27, 22.05 , 14.70 , 12.30 ,0,1,20
3,2,2,14,4,9,4,1,1,0,0,1,0,0,3,3,6,4,4,0,0,0,0,0, 22.85 , 40.54 ,15,15, 22.05 , 14.70 , 0.30 ,1,1,20
3,2,2,15,4,9,4,1,1,0,0,1,0,0,0,5,5,5,5,0,0,0,0,0, 2.84 , 20.64 ,26,26, 22.05 , 14.70 , 11.30 ,0,1,20
3,2,2,16,4,9,4,1,1,0,0,1,0,0,2,1,2,5,2,1,2,2,2,1, 2.75 , 20.53 ,17,17, 22.05 , 14.70 , 2.30 ,0,1,20
3,2,2,17,4,9,4,1,1,0,0,1,0,0,15,5,0,0,0,0,0,0,0,0, 2.61 , 20.46 ,2,2, 22.05 , 14.70 , 12.70 ,0,1,20
3,2,2,18,4,9,4,1,1,0,0,1,0,0,2,8,6,3,1,0,0,0,0,0, 2.97 , 20.72 ,29,29, 22.05 , 14.70 , 14.30 ,0,1,20
3,2,2,19,4,9,4,1,1,0,0,1,0,0,2,2,10,2,2,2,0,0,0,0, 2.76 , 20.54 ,9,9, 22.05 , 14.70 , 5.70 ,0,1,20
3,2,2,20,4,9,4,1,1,0,0,1,0,0,13,5,2,0,0,0,0,0,0,0, 2.74 , 20.69 ,4,4, 22.05 , 14.70 , 10.70 ,0,1,20
3,2,3,1,12,1,3,0,3,0,0,0,0,1,5,10,5,0,0,0,0,0,0,0, 2.64 , 23.37 ,9,9, 21.45 , 14.30 , 5.30 ,0,1,20
3,2,3,2,12,1,3,0,3,0,0,0,0,1,0,4,10,6,0,0,0,0,0,0, 2.38 , 23.00 ,22,22, 21.45 , 14.30 , 7.70 ,0,1,20
3,2,3,3,12,1,3,0,3,0,0,0,0,1,7,8,5,0,0,0,0,0,0,0, 2.78 , 23.46 ,9,9, 21.45 , 14.30 , 5.30 ,0,1,20
3,2,3,4,12,1,3,0,3,0,0,0,0,1,2,3,4,1,2,2,2,2,2,0, 2.69 , 23.18 ,30,30, 21.45 , 14.30 , 15.70 ,0,1,20
3,2,3,5,12,1,3,0,3,0,0,0,0,1,6,6,5,2,1,0,0,0,0,0, 2.82 , 23.29 ,8,8, 21.45 , 14.30 , 6.30 ,0,1,20
3,2,3,6,12,1,3,0,3,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0, 2.74 , 23.56 ,8,8, 21.45 , 14.30 , 6.30 ,0,1,20
3,2,3,7,12,1,3,0,3,0,0,0,0,1,2,9,3,1,2,0,1,2,0,0, 2.57 , 23.24 ,20,20, 21.45 , 14.30 , 5.70 ,0,1,20
3,2,3,8,12,1,3,0,3,0,0,0,0,1,1,3,4,2,2,2,1,2,2,1, 2.64 , 22.92 ,26,26, 21.45 , 14.30 , 11.70 ,0,1,20
3,2,3,9,12,1,3,0,3,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2, 2.69 , 23.46 ,50,50, 21.45 , 14.30 , 35.70 ,0,1,20
3,2,3,10,12,1,3,0,3,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0, 22.74 , 43.26 ,10,10, 21.45 , 14.30 , 4.30 ,1,1,20
3,2,3,11,12,1,3,0,3,0,0,0,0,1,6,10,4,0,0,0,0,0,0,0, 2.68 , 43.20 ,8,8, 21.45 , 14.30 , 6.30 ,0,1,20
3,2,3,12,12,1,3,0,3,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0, 2.89 , 23.51 ,6,6, 21.45 , 14.30 , 8.30 ,0,1,20
3,2,3,13,12,1,3,0,3,0,0,0,0,1,5,6,3,2,1,1,1,0,0,1, 2.79 , 23.53 ,100,100, 21.45 , 14.30 , 85.70 ,0,1,20
3,2,3,14,12,1,3,0,3,0,0,0,0,1,0,2,2,8,4,0,0,1,2,1, 2.46 , 43.00 ,42,42, 21.45 , 14.30 , 27.70 ,0,1,20
3,2,3,15,12,1,3,0,3,0,0,0,0,1,0,10,10,0,0,0,0,0,0,0, 2.29 , 22.93 ,9,9, 21.45 , 14.30 , 5.30 ,0,1,20
3,2,3,16,12,1,3,0,3,0,0,0,0,1,1,1,2,1,2,2,3,4,2,2, 2.61 , 23.13 ,43,43, 21.45 , 14.30 , 28.70 ,0,1,20
3,2,3,17,12,1,3,0,3,0,0,0,0,1,13,5,1,1,0,0,0,0,0,0, 2.92 , 23.38 ,5,5, 21.45 , 14.30 , 9.30 ,0,1,20
3,2,3,18,12,1,3,0,3,0,0,0,0,1,9,7,3,1,0,0,0,0,0,0, 2.86 , 23.58 ,9,9, 21.45 , 14.30 , 5.30 ,0,1,20
3,2,3,19,12,1,3,0,3,0,0,0,0,1,9,7,2,1,1,0,0,0,0,0, 2.87 , 23.41 ,8,8, 21.45 , 14.30 , 6.30 ,0,1,20
3,2,3,20,12,1,3,0,3,0,0,0,0,1,10,7,3,0,0,0,0,0,0,0, 2.88 , 23.57 ,7,7, 21.45 , 14.30 , 7.30 ,0,1,20
3,2,4,1,8,10,0,0,0,1,0,0,0,1,15,3,2,0,0,0,0,0,0,0, 6.74 , 30.11 ,12,12, 17.55 , 11.70 , 0.30 ,1,5,20
3,2,4,2,8,10,0,0,0,1,0,0,0,1,5,10,5,0,0,0,0,0,0,0, 2.91 , 25.91 ,15,15, 17.55 , 11.70 , 3.30 ,0,5,20
3,2,4,3,8,10,0,0,0,1,0,0,0,1,11,4,3,2,0,0,0,0,0,0, 2.85 , 26.31 ,11,11, 17.55 , 11.70 , 0.70 ,0,5,20
3,2,4,4,8,10,0,0,0,1,0,0,0,1,10,1,1,1,2,1,1,1,1,1, 2.77 , 25.95 ,6,6, 17.55 , 11.70 , 5.70 ,0,5,20
3,2,4,5,8,10,0,0,0,1,0,0,0,1,5,10,4,1,0,0,0,0,0,0, 2.93 , 26.22 ,10,10, 17.55 , 11.70 , 1.70 ,0,5,20
3,2,4,6,8,10,0,0,0,1,0,0,0,1,8,10,2,0,0,0,0,0,0,0, 2.99 , 26.54 ,10,10, 17.55 , 11.70 , 1.70 ,0,5,20
3,2,4,7,8,10,0,0,0,1,0,0,0,1,10,7,2,0,1,0,0,0,0,0, 6.95 , 30.19 ,12,12, 17.55 , 11.70 , 0.30 ,1,5,20
3,2,4,8,8,10,0,0,0,1,0,0,0,1,13,4,2,0,0,0,0,0,0,1, 6.84 , 29.76 ,12,12, 17.55 , 11.70 , 0.30 ,1,5,20
3,2,4,9,8,10,0,0,0,1,0,0,0,1,10,1,2,3,2,2,0,0,0,0, 2.74 , 26.20 ,14,14, 17.55 , 11.70 , 2.30 ,0,5,20
3,2,4,10,8,10,0,0,0,1,0,0,0,1,15,2,2,1,0,0,0,0,0,0, 2.70 , 45.96 ,7,7, 17.55 , 11.70 , 4.70 ,0,5,20
3,2,4,11,8,10,0,0,0,1,0,0,0,1,7,9,4,0,0,0,0,0,0,0, 2.95 , 46.15 ,9,9, 17.55 , 11.70 , 2.70 ,0,5,20
3,2,4,12,8,10,0,0,0,1,0,0,0,1,12,7,1,0,0,0,0,0,0,0, 2.93 , 26.44 ,10,10, 17.55 , 11.70 , 1.70 ,0,5,20
3,2,4,13,8,10,0,0,0,1,0,0,0,1,14,3,2,0,0,0,0,0,0,1, 2.78 , 26.30 ,100,100, 17.55 , 11.70 , 88.30 ,0,5,20
3,2,4,14,8,10,0,0,0,1,0,0,0,1,2,9,5,3,0,0,0,0,1,0, 2.82 , 45.81 ,14,14, 17.55 , 11.70 , 2.30 ,0,5,20
3,2,4,15,8,10,0,0,0,1,0,0,0,1,5,5,5,5,0,0,0,0,0,0, 2.79 , 25.72 ,9,9, 17.55 , 11.70 , 2.70 ,0,5,20
3,2,4,16,8,10,0,0,0,1,0,0,0,1,1,2,2,0,2,2,3,3,5,0, 2.59 , 25.72 ,55,55, 17.55 , 11.70 , 43.30 ,0,5,20
3,2,4,17,8,10,0,0,0,1,0,0,0,1,15,4,1,0,0,0,0,0,0,0, 2.78 , 26.16 ,5,5, 17.55 , 11.70 , 6.70 ,0,5,20
3,2,4,18,8,10,0,0,0,1,0,0,0,1,6,9,3,1,0,0,0,0,1,0, 2.96 , 26.54 ,16,16, 17.55 , 11.70 , 4.30 ,0,5,20
3,2,4,19,8,10,0,0,0,1,0,0,0,1,2,7,5,3,2,0,1,0,0,0, 6.79 , 30.20 ,12,12, 17.55 , 11.70 , 0.30 ,1,5,20
3,2,4,20,8,10,0,0,0,1,0,0,0,1,8,8,4,0,0,0,0,0,0,0, 6.95 , 30.51 ,12,12, 17.55 , 11.70 , 0.30 ,1,5,20
3,2,5,1,10,9,1,0,0,0,0,0,0,0,9,10,0,0,0,0,0,1,0,0, 2.99 , 33.10 ,9,9, 11.05 , 7.37 , 1.63 ,0,1,20
