Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, Confidence, RTime1, RTime1b, RTime2, Color, ,,,,
429,479,s,1,290,140,1,133,False,157,False,56,False,84,6,1.651132107,0.150448084,0.40103817,Naranja,,,,,
587,480,s,1,406,182,1,200,False,206,False,89,False,93,6,2.453140974,0.952217102,0.501049042,Verde,,,,,
240,481,s,False,148,93,False,57,False,91,1,29,False,64,6,1.65093708,0.150250912,1.002367973,Azul,,,,,
340,482,s,False,227,114,False,98,False,129,1,41,False,73,6,1.850105047,0.349508047,0.601700068,Naranja,,,,,
532,483,s,False,368,165,False,181,False,187,1,78,False,87,6,2.051645041,0.551178932,1.002379894,Verde,,,,,
81,484,n,1,36,46,False,0,1,36,False,0,False,46,1,1.651118994,0.149989128,0.100460052,Purpura,,,,,
611,485,n,1,422,190,False,210,1,212,False,97,False,93,1,1.648452044,0.14736104,0.501207113,Naranja,,,,,
388,486,n,1,260,129,False,114,1,146,False,53,False,76,1,1.649846077,0.148672104,0.401098013,Verde,,,,,
556,487,n,1,381,176,False,187,1,194,False,86,False,90,1,1.650259018,0.149451971,0.501394033,Purpura,,,,,
355,488,n,1,240,116,False,105,1,135,False,43,False,73,1,1.651032925,0.150822163,0.501998901,Azul,,,,,
216,489,s,False,132,85,False,44,False,88,1,21,False,64,4,3.450958014,1.94974494,0.300806999,Verde,,,,,
270,490,s,False,173,98,False,69,False,104,1,31,False,67,6,1.948107958,0.446989059,1.002523899,Purpura,,,,,
523,491,s,False,362,162,False,176,False,186,1,75,False,87,6,1.648153067,0.146965027,0.401293039,Azul,,,,,
271,492,s,False,173,99,False,69,False,104,1,32,False,67,6,1.647943974,0.146797895,0.801971197,Naranja,,,,,
110,493,n,1,54,57,False,7,1,47,False,2,False,55,1,1.649295092,0.148137093,0.501274824,Purpura,,,,,
619,494,n,1,428,192,False,214,1,214,False,98,False,94,1,1.64693594,0.145850897,0.401170015,Azul,,,,,
343,495,n,1,230,114,False,99,1,131,False,41,False,73,1,1.651737928,0.150607109,0.501528978,Naranja,,,,,
174,496,n,1,97,78,False,24,1,73,False,14,False,64,1,3.753117085,2.252035141,1.002480984,Verde,,,,,
171,497,n,1,95,77,False,24,1,71,False,13,False,64,3,1.847818136,0.346654177,3.508724928,Azul,,,,,
346,498,s,False,232,115,False,99,False,133,1,42,False,73,6,1.647505999,0.146389961,0.501341105,Naranja,,,,,
368,499,s,False,246,123,False,107,False,139,1,48,False,75,6,1.64787817,0.146705151,0.501505136,Verde,,,,,
46,500,n,1,20,27,False,0,1,20,False,0,False,27,1,2.049148083,0.548094988,0.401348114,Purpura,,,,,
570,501,n,1,392,179,False,191,1,201,False,87,False,92,1,2.24967289,0.748579979,0.401071072,Naranja,,,,,
441,502,n,1,302,140,False,140,1,162,False,56,False,84,1,1.646717072,0.145586967,0.501319885,Verde,,,,,
375,503,s,False,249,127,False,109,False,140,1,52,False,75,6,1.94742918,0.446357012,0.501263857,Purpura,,,,,
501,504,n,1,349,153,False,167,1,182,False,66,False,87,1,1.647502899,0.14633894,0.200559855,Azul,,,,,
178,505,s,False,100,79,False,27,False,73,1,15,False,64,6,1.648033857,0.14687705,0.401026964,Verde,,,,,
166,506,s,False,94,73,False,24,False,70,1,11,False,62,5,4.344799042,2.843665123,0.401838064,Purpura,,,,,
235,507,s,False,145,91,False,54,False,91,1,27,False,64,6,1.63862896,0.137567997,0.501329899,Azul,,,,,
49,508,n,1,22,28,False,0,1,22,False,0,False,28,2,2.653196812,1.152348995,0.501367092,Naranja,,,,,
194,509,n,1,112,83,False,33,1,79,False,19,False,64,1,2.050693035,0.550208807,1.102808952,Purpura,,,,,
251,510,n,1,159,93,False,63,1,96,False,29,False,64,1,1.650446892,0.150060177,0.501446962,Azul,,,,,
57,511,n,1,26,32,False,0,1,26,False,0,False,32,1,2.45263195,0.95191884,0.401116133,Naranja,,,,,
131,512,n,1,69,63,False,14,1,55,False,5,False,58,1,1.649814844,0.148987055,1.303567886,Verde,,,,,
551,513,s,False,379,173,False,187,False,192,1,83,False,90,6,1.85121417,0.350293159,0.501353979,Azul,,,,,
548,514,s,False,378,171,False,186,False,192,1,82,False,89,5,1.650749922,0.149958134,0.701789856,Naranja,,,,,
480,515,n,1,335,146,False,159,1,176,False,60,False,86,2,2.25206089,0.751495838,0.902356863,Verde,,,,,
348,516,n,1,234,115,False,100,1,134,False,42,False,73,1,1.650897026,0.149980068,0.501326084,Purpura,,,,,
598,517,n,1,412,187,False,202,1,210,False,94,False,93,1,1.646996975,0.146132946,0.200655937,Naranja,,,,,
38,518,n,1,16,23,False,0,1,16,False,0,False,23,1,2.24881506,0.747735023,0.501487017,Verde,,,,,
385,519,n,1,258,128,False,113,1,145,False,53,False,75,1,1.650191069,0.149976015,0.501394987,Purpura,,,,,
262,520,n,1,168,95,False,67,1,101,False,30,False,65,1,1.650924921,0.149852037,1.303428888,Azul,,,,,
526,521,s,False,364,163,False,178,False,186,1,76,False,87,4,1.648155212,0.146955967,0.701870203,Verde,,,,,
322,522,s,False,213,110,False,91,False,122,1,39,False,71,5,1.648416996,0.147224188,1.103093147,Purpura,,,,,
582,523,s,False,402,181,False,197,False,205,1,88,False,93,5,5.154649973,3.653559208,0.601771116,Azul,,,,,
554,524,s,False,379,176,False,187,False,192,1,86,False,90,6,2.84991312,1.34879303,0.601544142,Naranja,,,,,
99,525,n,1,45,55,False,3,1,42,False,2,False,53,1,1.748317003,0.247117043,1.604071856,Purpura,,,,,
255,526,n,1,162,94,False,64,1,98,False,30,False,64,1,1.645997047,0.144860029,0.601699829,Azul,,,,,
583,527,n,1,403,181,False,197,1,206,False,88,False,93,1,1.651710987,0.150608063,0.501456022,Naranja,,,,,
455,528,n,1,314,142,False,145,1,169,False,58,False,84,1,1.652375937,0.151221991,0.401160002,Verde,,,,,
507,529,s,False,353,155,False,171,False,182,1,68,False,87,6,1.647774935,0.146622896,0.501170874,Azul,,,,,
541,530,s,False,375,167,False,185,False,190,1,79,False,88,6,1.646852016,0.145745993,0.501104116,Naranja,,,,,
472,531,s,False,327,146,False,154,False,173,1,60,False,86,6,1.646970987,0.146737099,0.300983906,Verde,,,,,
84,532,n,1,37,48,False,0,1,37,False,0,False,48,1,2.850515842,1.349429846,0.501442194,Purpura,,,,,
147,533,n,1,79,69,False,17,1,62,False,8,False,61,1,1.646996021,0.145959854,0.601468801,Naranja,,,,,
198,534,n,1,116,83,False,36,1,80,False,19,False,64,2,2.348515034,0.847474813,1.00259614,Verde,,,,,
258,535,n,1,165,94,False,66,1,99,False,30,False,64,1,1.647307158,0.146183968,0.50139308,Purpura,,,,,
219,536,n,1,134,86,False,45,1,89,False,22,False,64,2,2.248528957,0.74738884,1.60470295,Azul,,,,,
230,537,s,False,141,90,False,52,False,89,1,26,False,64,6,1.951603889,0.450806856,1.904530048,Verde,,,,,
495,538,s,False,345,151,False,165,False,180,1,65,False,86,6,1.638299942,0.137145996,0.501293182,Purpura,,,,,
221,539,s,False,135,87,False,46,False,89,1,23,False,64,6,1.650469065,0.149544001,1.203161955,Azul,,,,,
589,540,s,False,406,184,False,200,False,206,1,91,False,93,6,1.647012949,0.145855188,0.501211882,Naranja,,,,,
362,541,n,1,243,120,False,105,1,138,False,45,False,75,1,1.638331175,0.13817215,0.501287937,Purpura,,,,,
120,542,n,1,61,60,False,10,1,51,False,3,False,57,1,2.45119381,0.950662851,0.902295113,Azul,,,,,
172,543,n,1,96,77,False,24,1,72,False,13,False,64,1,2.753005028,1.252505064,1.002966166,Naranja,,,,,
485,544,s,False,339,147,False,162,False,177,1,61,False,86,6,1.851185083,0.350439072,0.401175022,Verde,,,,,
546,545,s,False,378,169,False,186,False,192,1,80,False,89,6,1.951613188,0.450845003,1.002675056,Azul,,,,,
511,546,s,False,355,157,False,171,False,184,1,70,False,87,4,2.842190027,1.341081858,0.601592064,Naranja,,,,,
77,547,n,1,35,43,False,0,1,35,False,0,False,43,1,1.851381063,0.350602865,0.50130415,Verde,,,,,
218,548,s,False,133,86,False,45,False,88,1,22,False,64,6,1.850383997,0.349713802,1.904695034,Purpura,,,,,
145,549,n,1,77,69,False,17,1,60,False,8,False,61,1,1.638552904,0.137739897,0.501194954,Naranja,,,,,
151,550,n,1,83,69,False,18,1,65,False,8,False,61,2,1.650501966,0.149853945,1.303192854,Verde,,,,,
31,551,n,1,14,18,False,0,1,14,False,0,False,18,3,5.057161093,3.556384087,1.403248072,Purpura,,,,,
142,552,n,1,74,69,False,16,1,58,False,8,False,61,1,1.650850058,0.150076866,0.902486086,Azul,,,,,
2,553,n,1,2,1,False,0,1,2,False,0,False,1,1,2.742864132,1.241694927,1.504268885,Verde,,,,,
599,554,s,False,412,188,False,202,False,210,1,95,False,93,6,2.249502182,0.74841404,0.501463175,Purpura,,,,,
567,555,n,1,389,179,False,189,1,200,False,87,False,92,1,1.647450924,0.146345854,0.401146889,Azul,,,,,
17,556,n,1,7,11,False,0,1,7,False,0,False,11,1,2.253241062,0.752115011,0.501310825,Naranja,,,,,
302,557,n,1,197,106,False,82,1,115,False,36,False,70,1,1.646435976,0.145224094,0.401082993,Purpura,,,,,
182,558,s,False,101,82,False,28,False,73,1,18,False,64,4,1.647050142,0.145898104,1.904839993,Azul,,,,,
578,559,n,1,400,179,False,196,1,204,False,87,False,92,1,1.647346973,0.146806002,0.501447201,Naranja,,,,,
435,560,n,1,296,140,False,136,1,160,False,56,False,84,1,1.648138046,0.146991968,1.904410124,Verde,,,,,
93,561,s,False,41,53,False,2,False,39,1,2,False,51,6,4.653203011,3.152031899,1.904814959,Azul,,,,,
125,562,s,False,64,62,False,12,False,52,1,4,False,58,6,4.454054117,2.952917099,1.504047155,Naranja,,,,,
627,563,s,False,433,195,False,216,False,217,1,100,False,95,5,1.646938086,0.146189928,0.401149988,Verde,,,,,
103,564,n,1,48,56,False,4,1,44,False,2,False,54,2,3.251580954,1.750488997,0.602006912,Purpura,,,,,
504,565,s,False,351,154,False,169,False,182,1,67,False,87,4,1.652220011,0.151171923,0.701951981,Naranja,,,,,
484,566,n,1,339,146,False,162,1,177,False,60,False,86,1,1.647083044,0.145867825,0.401077986,Verde,,,,,
445,567,n,1,305,141,False,142,1,163,False,57,False,84,1,1.652107,0.150917053,0.401046038,Purpura,,,,,
88,568,n,1,39,50,False,0,1,39,False,1,False,49,2,2.248111963,0.746984959,0.701723099,Azul,,,,,
374,569,s,False,249,126,False,109,False,140,1,51,False,75,6,1.639175892,0.138125181,0.401063919,Verde,,,,,
167,570,s,False,94,74,False,24,False,70,1,12,False,62,6,2.753685951,1.252663851,0.200737,Purpura,,,,,
85,571,n,1,38,48,False,0,1,38,False,0,False,48,1,4.257023096,2.756234169,0.601647854,Azul,,,,,
192,572,s,False,110,83,False,32,False,78,1,19,False,64,6,1.650499105,0.149796963,0.70212388,Naranja,,,,,
146,573,n,1,78,69,False,17,1,61,False,8,False,61,1,1.649565935,0.148887873,1.403208017,Purpura,,,,,
275,574,n,1,177,99,False,69,1,108,False,32,False,67,1,1.650855064,0.149984121,0.501449823,Azul,,,,,
560,575,n,1,384,177,False,188,1,196,False,86,False,91,3,3.755404949,2.254929066,0.802023888,Naranja,,,,,
16,576,n,1,6,11,False,0,1,6,False,0,False,11,1,2.352125883,0.851609945,0.701830864,Verde,,,,,
136,577,s,False,71,66,False,15,False,56,1,6,False,60,6,2.152004004,0.651512146,1.504382133,Azul,,,,,
410,578,s,False,276,135,False,122,False,154,1,55,False,80,6,1.65061903,0.149901152,0.701804876,Naranja,,,,,
349,579,s,False,234,116,False,100,False,134,1,43,False,73,6,1.649705887,0.148906946,0.902503014,Verde,,,,,
552,580,s,False,379,174,False,187,False,192,1,84,False,90,4,2.152334929,0.652035952,2.105371952,Purpura,,,,,
324,581,n,1,215,110,False,92,1,123,False,39,False,71,1,1.65015316,0.149593115,0.401164055,Naranja,,,,,
287,582,n,1,185,103,False,74,1,111,False,35,False,68,1,1.651389837,0.150324106,0.401238918,Verde,,,,,
61,583,n,1,28,34,False,0,1,28,False,0,False,34,1,2.252006054,0.751173019,0.401114941,Purpura,,,,,
144,584,n,1,76,69,False,17,1,59,False,8,False,61,1,1.649888992,0.14934206,0.802169085,Azul,,,,,
95,585,n,1,42,54,False,2,1,40,False,2,False,52,2,2.74922514,1.248021126,0.501304865,Verde,,,,,
35,586,n,1,15,21,False,0,1,15,False,0,False,21,1,2.750108957,1.249938011,0.802447081,Purpura,,,,,
370,587,s,False,247,124,False,108,False,139,1,49,False,75,6,1.647001982,0.145843983,0.401179075,Azul,,,,,
129,588,s,False,67,63,False,13,False,54,1,5,False,58,6,2.047729969,0.546670914,0.401453972,Naranja,,,,,
356,589,n,1,241,116,False,105,1,136,False,43,False,73,1,1.647478104,0.146351099,0.301891804,Purpura,,,,,
202,590,n,1,120,83,False,38,1,82,False,19,False,64,1,1.652510166,0.151311159,0.601562023,Azul,,,,,
440,591,n,1,301,140,False,140,1,161,False,56,False,84,1,2.950909138,1.44978714,0.501503944,Naranja,,,,,
432,592,n,1,293,140,False,134,1,159,False,56,False,84,1,1.746960878,0.245706797,0.501467943,Verde,,,,,
281,593,s,False,179,103,False,71,False,108,1,35,False,68,6,1.647881985,0.146739006,0.300889969,Azul,,,,,
450,594,n,1,310,141,False,143,1,167,False,57,False,84,1,1.747104883,0.245995045,0.300708055,Naranja,,,,,
115,595,s,False,58,58,False,9,False,49,1,3,False,55,6,2.248353004,0.747306824,1.102977991,Verde,,,,,
112,596,n,1,56,57,False,8,1,48,False,2,False,55,1,2.849765062,1.348608971,0.401187181,Purpura,,,,,
449,597,n,1,309,141,False,143,1,166,False,57,False,84,1,1.647175074,0.146049976,0.501214981,Naranja,,,,,
317,598,n,1,209,109,False,89,1,120,False,38,False,71,1,1.64695096,0.145797014,0.501517057,Verde,,,,,
128,599,n,1,67,62,False,13,1,54,False,4,False,58,1,2.849938154,1.349709034,0.50120306,Purpura,,,,,
360,600,n,1,242,119,False,105,1,137,False,44,False,75,1,1.647603035,0.146479845,0.400921822,Azul,,,,,
137,601,s,False,71,67,False,15,False,56,1,7,False,60,5,3.755780935,2.255007982,0.40110302,Verde,,,,,
447,602,n,1,307,141,False,142,1,165,False,57,False,84,1,1.638890982,0.137814045,0.501471996,Purpura,,,,,
39,603,n,1,17,23,False,0,1,17,False,0,False,23,1,2.452811956,0.951821804,0.501313925,Azul,,,,,
101,604,n,1,47,55,False,4,1,43,False,2,False,53,1,1.949777126,0.449454069,1.403420925,Naranja,,,,,
581,605,n,1,402,180,False,197,1,205,False,87,False,93,1,1.650862932,0.150078058,0.401154041,Purpura,,,,,
564,606,n,1,387,178,False,188,1,199,False,87,False,91,1,1.649153948,0.148835897,0.401063919,Azul,,,,,
401,607,n,1,271,131,False,121,1,150,False,53,False,78,1,1.646703005,0.145588875,0.3008039,Naranja,,,,,
404,608,n,1,273,132,False,121,1,152,False,54,False,78,2,3.742926121,2.241775036,1.403555155,Verde,,,,,
303,609,n,1,198,106,False,82,1,116,False,36,False,70,1,1.65160799,0.150489092,0.300751925,Azul,,,,,
206,610,n,1,124,83,False,40,1,84,False,19,False,64,1,1.652362823,0.151518106,1.002758026,Naranja,,,,,
553,611,s,False,379,175,False,187,False,192,1,85,False,90,5,3.352296114,1.851217985,0.501695871,Verde,,,,,
225,612,s,False,138,88,False,49,False,89,1,24,False,64,4,1.850846052,0.34988904,1.303425074,Purpura,,,,,
292,613,n,1,189,104,False,77,1,112,False,36,False,68,1,1.638462067,0.13737607,1.203136921,Naranja,,,,,
597,614,n,1,411,187,False,202,1,209,False,94,False,93,1,1.650807142,0.150017023,0.501321077,Verde,,,,,
18,615,n,1,8,11,False,0,1,8,False,0,False,11,1,2.147953033,0.646874905,0.602504969,Purpura,,,,,
397,616,n,1,267,131,False,119,1,148,False,53,False,78,1,1.837892056,0.336693048,0.601639986,Azul,,,,,
65,617,n,1,29,37,False,0,1,29,False,0,False,37,1,2.448803902,0.947758913,0.701747894,Verde,,,,,
562,618,s,False,385,178,False,188,False,197,1,87,False,91,4,2.855139017,1.353957891,0.601737022,Purpura,,,,,
96,619,n,1,43,54,False,2,1,41,False,2,False,52,2,3.650439978,2.149281025,0.401835918,Azul,,,,,
563,620,n,1,386,178,False,188,1,198,False,87,False,91,2,1.64705205,0.146201134,0.401181936,Naranja,,,,,
499,621,n,1,348,152,False,167,1,181,False,66,False,86,1,1.646692991,0.145368099,0.501284122,Purpura,,,,,
376,622,n,1,250,127,False,109,1,141,False,52,False,75,1,1.647003174,0.146379948,0.401041031,Azul,,,,,
617,623,n,1,427,191,False,214,1,213,False,97,False,94,1,1.64854002,0.14743185,0.401043892,Naranja,,,,,
284,624,n,1,182,103,False,73,1,109,False,35,False,68,1,1.652175903,0.151095152,1.403972864,Verde,,,,,
521,625,s,False,361,161,False,175,False,186,1,74,False,87,4,1.647372007,0.146269798,2.005416155,Azul,,,,,
123,626,n,1,64,60,False,12,1,52,False,3,False,57,1,3.250830173,1.749753952,0.501519918,Naranja,,,,,
127,627,n,1,66,62,False,13,1,53,False,4,False,58,1,3.651827812,2.150688887,0.601580858,Verde,,,,,
74,628,n,1,33,42,False,0,1,33,False,0,False,42,1,2.249826908,0.748607874,0.701867104,Purpura,,,,,
67,629,n,1,31,37,False,0,1,31,False,0,False,37,1,2.047883034,0.546850204,0.401579857,Naranja,,,,,
189,630,n,1,108,82,False,31,1,77,False,18,False,64,2,3.151204109,1.650150061,1.303158045,Verde,,,,,
379,631,n,1,253,127,False,110,1,143,False,52,False,75,1,1.648126841,0.147751808,0.40111804,Purpura,,,,,
135,632,n,1,71,65,False,15,1,56,False,5,False,60,1,1.645881891,0.144802809,0.601784945,Azul,,,,,
457,633,s,False,314,144,False,145,False,169,1,59,False,85,4,1.650365114,0.149868011,1.102984905,Verde,,,,,
420,634,n,1,284,137,False,128,1,156,False,56,False,81,1,1.650655031,0.150121927,0.401100159,Purpura,,,,,
139,635,n,1,72,68,False,15,1,57,False,8,False,60,2,2.150754213,0.649667025,0.601790905,Naranja,,,,,
277,636,s,False,178,100,False,70,False,108,1,33,False,67,6,1.650736809,0.149986029,0.401214838,Azul,,,,,
294,637,n,1,191,104,False,78,1,113,False,36,False,68,1,1.650748014,0.149950027,0.601577997,Purpura,,,,,
27,638,n,1,12,16,False,0,1,12,False,0,False,16,2,2.753408909,1.252765894,1.904989004,Verde,,,,,
530,639,n,1,367,164,False,180,1,187,False,77,False,87,1,3.242198944,1.741076946,1.102504015,Naranja,,,,,
408,640,n,1,276,133,False,122,1,154,False,54,False,79,1,1.651061058,0.150556087,0.401031971,Verde,,,,,
2249.442556,,,,,,,,,,,,,,,,,,,,,,,
