"","X","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","facilidad","num_circulos_externos","tam_circulos_externos","tamano_central","senal","color","tipo","choice","Exito","outcome","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"236",236,235,541,"s","False",190,46,"False",102,"False",88,"True",25,"False",21,4,1.934963226,0.433854103,0.300877094,"muchos",7,"under","2.5","ruido","naranja","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"237",237,236,337,"n","False",190,47,"False",102,"False",88,"False",25,"True",22,2,1.634963989,0.134071827,0.401129007,"muchos",7,"over","2_o2","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"238",238,237,598,"s","False",190,48,"False",102,"False",88,"True",26,"False",22,4,1.635824203,0.134827137,0.401126862,"muchos",8,"under","1.5","ruido","purpura","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"239",239,238,569,"s","False",190,49,"False",102,"False",88,"True",27,"False",22,5,1.735164166,0.234426022,0.200596094,"muchos",7,"over","1.5","ruido","guinda","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"240",240,239,590,"n","True",191,49,"False",102,"True",89,"False",27,"False",22,3,1.635252953,0.134368896,0.300781965,"muchos",7,"under","1.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"241",241,240,331,"s","True",192,49,"True",103,"False",89,"False",27,"False",22,6,2.336542845,0.835786819,0.200597048,"muchos",7,"over","2_o2","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"242",242,241,490,"n","True",193,49,"False",103,"True",90,"False",27,"False",22,3,1.735486031,0.234415054,0.201148033,"muchos",7,"over","3","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"243",243,242,575,"n","True",194,49,"False",103,"True",91,"False",27,"False",22,2,3.640573025,2.139751911,0.201025009,"muchos",8,"over","1.5","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"244",244,243,526,"s","False",194,50,"False",103,"False",91,"True",28,"False",22,6,1.935662031,0.434801102,0.300760984,"muchos",7,"over","2.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"245",245,244,610,"n","True",195,50,"False",103,"True",92,"False",28,"False",22,1,1.635204077,0.134248972,0.100318909,"muchos",7,"over","1","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"246",246,245,428,"s","True",196,50,"True",104,"False",92,"False",28,"False",22,5,1.63671279,0.135691166,0.10040617,"muchos",7,"under","2_u2","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"247",247,246,141,"s","True",197,50,"True",105,"False",92,"False",28,"False",22,6,1.635212898,0.134290934,0.702199936,"pocos",3,"under","2_u3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"248",248,247,27,"s","True",198,50,"True",106,"False",92,"False",28,"False",22,6,1.634985924,0.133822918,1.403517008,"pocos",2,"over","2_o2","senal","purpura","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"249",249,248,182,"n","True",199,50,"False",106,"True",93,"False",28,"False",22,3,2.336817026,0.835798979,0.201139927,"pocos",2,"under","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"250",250,249,246,"s","False",199,51,"False",106,"False",93,"True",29,"False",22,5,1.936079025,0.435251951,0.200559855,"pocos",2,"over","1.5","ruido","verde","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"251",251,250,611,"n","True",200,51,"False",106,"True",94,"False",29,"False",22,3,1.635050058,0.134153128,0.100365877,"muchos",8,"over","1","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"252",252,251,82,"s","True",201,51,"True",107,"False",94,"False",29,"False",22,6,1.935567856,0.434489965,0.400974989,"pocos",2,"under","2_u2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"253",253,252,435,"s","True",202,51,"True",108,"False",94,"False",29,"False",22,5,3.23916316,1.738234997,0.200655937,"muchos",7,"under","2_u2","senal","verde","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"254",254,253,469,"s","True",203,51,"True",109,"False",94,"False",29,"False",22,6,1.635352135,0.134170055,0.40102005,"muchos",8,"under","2_u3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"255",255,254,261,"s","False",203,52,"False",109,"False",94,"True",30,"False",22,5,1.835747957,0.334801912,0.200520039,"pocos",2,"under","1.5","ruido","naranja","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"256",256,255,556,"s","False",203,53,"False",109,"False",94,"True",31,"False",22,6,1.63487196,0.13399601,2.004993916,"muchos",8,"under","2.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"257",257,256,473,"n","False",203,54,"False",109,"False",94,"False",31,"True",23,3,1.835522175,0.334504128,0.300843,"muchos",8,"under","2_u3","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"258",258,257,69,"s","True",204,54,"True",110,"False",94,"False",31,"False",23,5,1.735028028,0.234493017,0.601639032,"pocos",3,"over","2_o3","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"259",259,258,89,"s","True",205,54,"True",111,"False",94,"False",31,"False",23,6,1.63489008,0.133687019,2.90722394,"pocos",2,"under","2_u2","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"260",260,259,453,"n","False",205,55,"False",111,"False",94,"False",31,"True",24,3,1.633872986,0.132790089,0.200541019,"muchos",8,"under","2_u3","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"261",261,260,214,"n","True",206,55,"False",111,"True",95,"False",31,"False",24,2,1.735822916,0.235384941,0.301212788,"pocos",3,"over","2.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"262",262,261,463,"s","True",207,55,"True",112,"False",95,"False",31,"False",24,6,1.63489008,0.133932114,0.200534105,"muchos",8,"under","2_u3","senal","azul","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"263",263,262,109,"s","True",208,55,"True",113,"False",95,"False",31,"False",24,5,1.635255098,0.134417057,0.70211792,"pocos",2,"under","2_u2","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"264",264,263,527,"n","True",209,55,"False",113,"True",96,"False",31,"False",24,3,2.737714052,1.236733913,0.301369905,"muchos",7,"over","2.5","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"265",265,264,316,"n","True",210,55,"False",113,"True",97,"False",31,"False",24,1,1.836004972,0.335026979,0.100291014,"pocos",3,"under","1","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"266",266,265,595,"n","True",211,55,"False",113,"True",98,"False",31,"False",24,2,1.835941792,0.33488512,0.200651169,"muchos",8,"under","1.5","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"267",267,266,20,"s","True",212,55,"True",114,"False",98,"False",31,"False",24,5,2.03599,0.535157204,0.501511097,"pocos",2,"over","2_o2","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"268",268,267,464,"n","False",212,56,"False",114,"False",98,"False",31,"True",25,3,1.634629011,0.133527994,0.701701164,"muchos",8,"under","2_u3","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"269",269,268,285,"n","True",213,56,"False",114,"True",99,"False",31,"False",25,1,1.934799194,0.434406042,0.30082202,"pocos",2,"over","1","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"270",270,269,329,"s","True",214,56,"True",115,"False",99,"False",31,"False",25,5,1.634835958,0.133749008,0.300828934,"muchos",7,"over","2_o2","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"271",271,270,199,"n","True",215,56,"False",115,"True",100,"False",31,"False",25,3,1.635244131,0.134942055,0.200638056,"pocos",3,"under","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"272",272,271,518,"s","False",215,57,"False",115,"False",100,"True",32,"False",25,6,1.83545804,0.334563017,0.501449108,"muchos",8,"under","3","ruido","purpura","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"273",273,272,248,"n","True",216,57,"False",115,"True",101,"False",32,"False",25,2,3.038839102,1.537936211,0.20063591,"pocos",2,"over","1.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"274",274,273,383,"s","True",217,57,"True",116,"False",101,"False",32,"False",25,6,2.537242174,1.036298037,0.300796032,"muchos",8,"over","2_o3","senal","azul","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"275",275,274,407,"n","False",217,58,"False",116,"False",101,"False",32,"True",26,3,1.634851933,0.134021997,3.107692003,"muchos",7,"under","2_u2","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"276",276,275,129,"s","True",218,58,"True",117,"False",101,"False",32,"False",26,5,2.437307119,0.936773062,0.501343966,"pocos",3,"under","2_u3","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"277",277,276,551,"s","False",218,59,"False",117,"False",101,"True",33,"False",26,6,1.634877205,0.134043932,0.501377106,"muchos",8,"under","2.5","ruido","naranja","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"278",278,277,392,"s","True",219,59,"True",118,"False",101,"False",33,"False",26,6,1.635663986,0.134627104,0.601516962,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"279",279,278,479,"n","False",219,60,"False",118,"False",101,"False",33,"True",27,3,2.236305952,0.73542285,0.300978899,"muchos",8,"under","2_u3","senal","guinda","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"280",280,279,293,"n","True",220,60,"False",118,"True",102,"False",33,"False",27,1,2.036460161,0.535459042,0.20059514,"pocos",3,"over","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"281",281,280,178,"n","True",221,60,"False",118,"True",103,"False",33,"False",27,2,1.932050943,0.43088603,1.002411127,"pocos",3,"over","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"282",282,281,126,"s","True",222,60,"True",119,"False",103,"False",33,"False",27,6,1.935550928,0.434602976,0.300868988,"pocos",3,"under","2_u3","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"283",283,282,62,"s","True",223,60,"True",120,"False",103,"False",33,"False",27,6,2.136130095,0.635627031,0.300743103,"pocos",3,"over","2_o3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"284",284,283,475,"n","False",223,61,"False",120,"False",103,"False",33,"True",28,3,1.835296154,0.334448099,0.60164094,"muchos",8,"under","2_u3","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"285",285,284,63,"s","True",224,61,"True",121,"False",103,"False",33,"False",28,5,2.136043787,0.635134935,0.200622082,"pocos",3,"over","2_o3","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"286",286,285,218,"n","True",225,61,"False",121,"True",104,"False",33,"False",28,2,2.037151814,0.53628087,0.300713062,"pocos",3,"over","2.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"287",287,286,254,"n","True",226,61,"False",121,"True",105,"False",33,"False",28,2,2.637912989,1.13687706,0.701956987,"pocos",3,"over","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"288",288,287,240,"s","False",226,62,"False",121,"False",105,"True",34,"False",28,5,1.634947062,0.134341955,0.50139308,"pocos",3,"under","2.5","ruido","guinda","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"289",289,288,359,"s","True",227,62,"True",122,"False",105,"False",34,"False",28,6,1.634949923,0.133909941,0.200529099,"muchos",7,"over","2_o2","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"290",290,289,454,"n","False",227,63,"False",122,"False",105,"False",34,"True",29,3,2.838215113,1.337274075,0.200623035,"muchos",8,"under","2_u3","senal","azul","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"291",291,290,382,"s","True",228,63,"True",123,"False",105,"False",34,"False",29,6,1.835373878,0.334618092,0.302006006,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"292",292,291,550,"s","False",228,64,"False",123,"False",105,"True",35,"False",29,4,2.838358879,1.338159084,0.201161146,"muchos",7,"under","2.5","ruido","guinda","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"293",293,292,195,"n","True",229,64,"False",123,"True",106,"False",35,"False",29,3,2.236328125,0.735423088,0.200647831,"pocos",3,"under","3","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"294",294,293,290,"n","True",230,64,"False",123,"True",107,"False",35,"False",29,1,2.334712982,0.833540201,0.200792074,"pocos",2,"over","1","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"295",295,294,25,"s","True",231,64,"True",124,"False",107,"False",35,"False",29,5,1.935441017,0.434523106,0.301316977,"pocos",2,"over","2_o2","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"296",296,295,107,"s","True",232,64,"True",125,"False",107,"False",35,"False",29,6,1.637231112,0.136269093,0.201042891,"pocos",2,"under","2_u2","senal","purpura","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"297",297,296,511,"s","False",232,65,"False",125,"False",107,"True",36,"False",29,6,1.634900808,0.133976221,0.200656891,"muchos",8,"under","3","ruido","naranja","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"298",298,297,441,"n","False",232,66,"False",125,"False",107,"False",36,"True",30,3,1.735499859,0.234577894,0.200634003,"muchos",8,"under","2_u3","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"299",299,298,210,"n","True",233,66,"False",125,"True",108,"False",36,"False",30,2,2.33685708,0.836387157,0.401098967,"pocos",2,"over","2.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"300",300,299,235,"s","False",233,67,"False",125,"False",108,"True",37,"False",30,6,1.735092163,0.234236956,0.200568199,"pocos",3,"under","2.5","ruido","verde","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"301",301,300,102,"s","True",234,67,"True",126,"False",108,"False",37,"False",30,6,1.63522315,0.13448596,1.102730036,"pocos",2,"under","2_u2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"302",302,301,160,"n","False",234,68,"False",126,"False",108,"False",37,"True",31,3,1.634800911,0.13387084,0.1003232,"pocos",3,"under","2_u3","senal","guinda","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"303",303,302,368,"s","True",235,68,"True",127,"False",108,"False",37,"False",31,6,1.635788918,0.134804964,0.902196169,"muchos",8,"over","2_o3","senal","purpura","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"304",304,303,239,"s","False",235,69,"False",127,"False",108,"True",38,"False",31,4,3.138731956,1.637830973,0.6014781,"pocos",3,"under","2.5","ruido","guinda","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"305",305,304,257,"s","False",235,70,"False",127,"False",108,"True",39,"False",31,5,1.634922028,0.134011984,1.604085922,"pocos",3,"over","1.5","ruido","purpura","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"306",306,305,523,"n","True",236,70,"False",127,"True",109,"False",39,"False",31,3,2.036557913,0.535703897,0.300848007,"muchos",7,"over","2.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"307",307,306,438,"n","False",236,71,"False",127,"False",109,"False",39,"True",32,2,1.935194016,0.434090137,0.200558901,"muchos",7,"under","2_u2","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"308",308,307,123,"s","True",237,71,"True",128,"False",109,"False",39,"False",32,5,1.735077858,0.234293938,0.300879955,"pocos",3,"under","2_u3","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"309",309,308,549,"s","False",237,72,"False",128,"False",109,"True",40,"False",32,6,1.635208845,0.134232998,0.300853014,"muchos",7,"under","2.5","ruido","guinda","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"310",310,309,79,"s","True",238,72,"True",129,"False",109,"False",40,"False",32,6,1.634792805,0.133745193,0.401273966,"pocos",3,"over","2_o3","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"311",311,310,159,"s","True",239,72,"True",130,"False",109,"False",40,"False",32,6,1.635151863,0.134163857,0.401453018,"pocos",3,"under","2_u3","senal","guinda","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"312",312,311,450,"n","False",239,73,"False",130,"False",109,"False",40,"True",33,3,1.634957075,0.133902073,0.301294088,"muchos",8,"under","2_u3","senal","guinda","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"313",313,312,327,"n","False",239,74,"False",130,"False",109,"False",40,"True",34,3,1.635324001,0.134535074,0.601742983,"muchos",7,"over","2_o2","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"314",314,313,152,"s","True",240,74,"True",131,"False",109,"False",40,"False",34,5,1.634889841,0.133932114,0.401094913,"pocos",3,"under","2_u3","senal","naranja","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"315",315,314,259,"n","True",241,74,"False",131,"True",110,"False",40,"False",34,3,1.635662794,0.134536982,0.501533985,"pocos",3,"over","1.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"316",316,315,56,"s","True",242,74,"True",132,"False",110,"False",40,"False",34,5,1.634847164,0.133960009,0.400887012,"pocos",3,"over","2_o3","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"317",317,316,121,"s","True",243,74,"True",133,"False",110,"False",40,"False",34,6,1.635189056,0.13428092,0.400978088,"pocos",3,"under","2_u3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"318",318,317,342,"s","True",244,74,"True",134,"False",110,"False",40,"False",34,6,1.73511219,0.234084129,0.501611948,"muchos",7,"over","2_o2","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"319",319,318,258,"n","True",245,74,"False",134,"True",111,"False",40,"False",34,2,1.635294914,0.134189129,0.501381874,"pocos",3,"over","1.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"320",320,319,634,"n","True",246,74,"False",134,"True",112,"False",40,"False",34,1,1.634940147,0.133967161,0.401119947,"muchos",8,"under","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"321",321,320,372,"s","True",247,74,"True",135,"False",112,"False",40,"False",34,6,1.635245085,0.134351969,0.300798893,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"322",322,321,482,"n","True",248,74,"False",135,"True",113,"False",40,"False",34,3,1.6349051,0.134567976,1.202899218,"muchos",7,"over","3","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"323",323,322,461,"s","True",249,74,"True",136,"False",113,"False",40,"False",34,6,1.936269999,0.435095072,0.300816059,"muchos",8,"under","2_u3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"324",324,323,411,"n","False",249,75,"False",136,"False",113,"False",40,"True",35,2,2.236335039,0.735177994,0.501177073,"muchos",7,"under","2_u2","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"325",325,324,499,"n","True",250,75,"False",136,"True",114,"False",40,"False",35,3,2.335491896,0.834375143,0.301294088,"muchos",8,"over","3","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"326",326,325,514,"n","True",251,75,"False",136,"True",115,"False",40,"False",35,2,2.336523056,0.835696936,0.301378012,"muchos",8,"under","3","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"327",327,326,187,"n","True",252,75,"False",136,"True",116,"False",40,"False",35,2,1.634577036,0.134016037,0.200506926,"pocos",2,"under","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"328",328,327,496,"n","True",253,75,"False",136,"True",117,"False",40,"False",35,3,1.635191917,0.134392023,0.300939798,"muchos",8,"over","3","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"329",329,328,628,"n","True",254,75,"False",136,"True",118,"False",40,"False",35,1,1.634892941,0.13398695,0.701877117,"muchos",7,"under","1","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"330",330,329,560,"s","False",254,76,"False",136,"False",118,"True",41,"False",35,6,3.138558865,1.637991905,0.902179003,"muchos",8,"under","2.5","ruido","guinda","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"331",331,330,627,"n","True",255,76,"False",136,"True",119,"False",41,"False",35,1,1.634840965,0.133841038,0.300974131,"muchos",7,"under","1","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"332",332,331,22,"s","True",256,76,"True",137,"False",119,"False",41,"False",35,6,1.635185957,0.13433218,0.100354195,"pocos",2,"over","2_o2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"333",333,332,468,"n","False",256,77,"False",137,"False",119,"False",41,"True",36,3,1.935831785,0.434828043,0.301065922,"muchos",8,"under","2_u3","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"334",334,333,61,"s","True",257,77,"True",138,"False",119,"False",41,"False",36,6,1.636588812,0.135667086,0.300812006,"pocos",3,"over","2_o3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"335",335,334,457,"n","False",257,78,"False",138,"False",119,"False",41,"True",37,2,1.634886026,0.133857965,0.200512886,"muchos",8,"under","2_u3","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"336",336,335,33,"s","True",258,78,"True",139,"False",119,"False",41,"False",37,5,3.239130974,1.738291025,0.200515985,"pocos",2,"over","2_o2","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"337",337,336,443,"s","True",259,78,"True",140,"False",119,"False",41,"False",37,6,1.634914875,0.133799791,0.100343943,"muchos",8,"under","2_u3","senal","azul","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"338",338,337,283,"n","True",260,78,"False",140,"True",120,"False",41,"False",37,1,2.938436031,1.437448978,0.201040983,"pocos",2,"over","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"339",339,338,594,"n","True",261,78,"False",140,"True",121,"False",41,"False",37,2,1.735028982,0.233890057,0.300872803,"muchos",8,"under","1.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"340",340,339,180,"n","True",262,78,"False",140,"True",122,"False",41,"False",37,1,2.0361619,0.535972834,0.601527929,"pocos",3,"over","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"341",341,340,193,"n","True",263,78,"False",140,"True",123,"False",41,"False",37,2,1.634993076,0.133960009,0.200628042,"pocos",3,"under","3","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"342",342,341,431,"s","True",264,78,"True",141,"False",123,"False",41,"False",37,5,1.635309935,0.134234905,0.902212858,"muchos",7,"under","2_u2","senal","naranja","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"343",343,342,213,"s","False",264,79,"False",141,"False",123,"True",42,"False",37,6,1.63486886,0.134018898,1.002525091,"pocos",3,"over","2.5","ruido","azul","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"344",344,343,184,"n","True",265,79,"False",141,"True",124,"False",42,"False",37,2,1.835480928,0.334531069,0.40109396,"pocos",2,"under","3","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"345",345,344,570,"n","True",266,79,"False",141,"True",125,"False",42,"False",37,3,2.033878088,0.532747984,0.301403999,"muchos",7,"over","1.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"346",346,345,36,"s","True",267,79,"True",142,"False",125,"False",42,"False",37,5,4.442306042,2.941365004,0.401202917,"pocos",2,"over","2_o2","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"347",347,346,471,"n","False",267,80,"False",142,"False",125,"False",42,"True",38,3,2.236384869,0.735383987,0.401037931,"muchos",8,"under","2_u3","senal","naranja","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"348",348,347,502,"n","True",268,80,"False",142,"True",126,"False",42,"False",38,2,1.635028839,0.134078979,0.401024818,"muchos",7,"under","3","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"349",349,348,173,"n","True",269,80,"False",142,"True",127,"False",42,"False",38,1,2.237190008,0.736313105,0.501461983,"pocos",3,"over","3","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"350",350,349,262,"s","False",269,81,"False",142,"False",127,"True",43,"False",38,5,1.634842873,0.134043932,0.501161098,"pocos",2,"under","1.5","ruido","naranja","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"351",351,350,209,"n","True",270,81,"False",142,"True",128,"False",43,"False",38,2,2.334661007,0.833474874,1.203251839,"pocos",2,"over","2.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"352",352,351,113,"s","True",271,81,"True",143,"False",128,"False",43,"False",38,6,1.635308981,0.134401083,0.300945997,"pocos",2,"under","2_u2","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"353",353,352,301,"n","True",272,81,"False",143,"True",129,"False",43,"False",38,2,1.635224104,0.13421607,0.501438141,"pocos",2,NA,"1","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
